Email,Phone,Address,Website
,+421 46 546 11 21,A. Hlinku 61,
,,"Námestie sv,.Michala 5",
matta@mail.t-com.sk,+421 37 654 56 18,Špitálska 13,http://www.mojanitra.sk
info@organizacnypsycholog.sk,+421 905 209 903,Medená 10/K,http://www.jobpoint.sk
info@hospic-slnecnica.sk,+421 2 4342 8444,Syslia 29,http://www.hospic-slnecnica.sk
,+421 34 622 87 82,Koreszkova  7,
,,Zdravotnícka 737,
,,Moravská  31,
,,Ernestova bašta  5427/3A,
,,Kollárova 17A ,
,+421 41 421 19 06,Kukučínova 2739,
,+421 38 762 43 67,Hviezdoslavova 23/3,
,,K rieke 2 A,
,,"Mestská poliklinika, I. Krasku  2464/38",
,+421 04 244 22 05,Pod kaštieľom 29/638,
brauner@chello.sk,+421 2 6446 1211,Polianky 8,http://www.brauner.sk
,,Poštová 15,
janscova@pobox.sk,+421 41 436 46 75,Palárikova,http://www.sestricka-ados.sk
info@kompliment.sk,+421 2 5556 8040,Bajzova 13,http://www.kompliment.sk
stancik@cistahomeopatia.sk,+421 903 853 838,Pražská 3,http://www.cistahomeopatia.sk
,,Vodárenská 25,
tobadental@gmail.com,+421 903 746 611,Vajanského nábrežie 15	,http://www.tobadental.sk
elvemed@zoznam.sk,+421 34 772 67 68,Legionárska 5265,
info@kupele-skleneteplice.sk,+421 45 677 10 61,Sklené Teplice 100,
roman.sokol@urology.sk,+421 32 652 40 82,Piaristická 6,http://www.urology.sk
,+421 54 472 87 57,Sv. Jakuba 21,
,+421 38 531 38 46,Hviezdoslavova 23/3,
chrzanowski@stomacare.sk,+421 918 731 377,Mileticova 5A,
ba.duchaj@uvzsr.sk,+421 917 426 090,Ružinovská č. 8,
,+421 917 890 405,Štiavnická  2018/7,
,,Špitálska  9,
balazova.alena@stonline.sk,+421 47 563 16 18,Hlavné námestie 24/4,
,+421 55 611 66 43,Mäsiarska 27,
gjurikova@duslo.sk,+421 31 771 58 82,Hollého  9,
,+421 46 544 11 82,Pravenec  108 ,
,+421 2 5937 1611,Limbová 1,http://www.dfnsp.sk
eurorehab.kves@gmail.com,+421 902 222 108,Líščie údolie 57,http://www.eurorehab.sk
,,Veľkoblahovská cesta  23,
,+421 2 3922 4433,Kresánkova 20,
,+421 35 771 32 20,Pevnostný rad 18,http://www.psychiateronline.webnode.sk
,+421 903 954 098,Mojmírova 12,
kapralik.l@centrum.sk,+421 905 261 709,Školská 25,http://www.zoovet.sk
mj@mj-style.sk,+421 905 850 911,Geologická 2,http://www.salonmjstyle.sk
,+421 52 712 52 74,Banícka 803/28,
,+421 55 678 42 46,Rastislavova 7,
,+421 55 674 12 40,Spišské námestie č. 4,
jan.micunek@post.sk,+421 38 532 52 49,17. novembra 1300/14,
,,Komenského  36,
,+421 2 6381 5871,Vyšehradská 16,
terapiamago@gmail.com,+421 944 190 674,Šustekova 2,http://www.psychoterapia-mago.sk
,,Železničná  5,
jana.kaprinay@homeopathia.sk,+421 904 155 753,Tomášikova 3/A,http://www.homeopathia.sk
,+421 37 656 51 96,ObZS,
,+421 2 6241 4541,Šustekova 2,http://www.sustekova.sk
mudr.viera.barlakova@gmail.com,+421 903 600 783,Amurská 2,
bb@praktickaambulancia.sk,+421 48 619 58 58,Kuzmányho 19,http://www.praktickaambulancia.sk
janekova@inclinic.sk,+421 2 6381 0143,Rusovská cesta 19,http://www.inclinic.sk
,+421 46 549 84 29,Gumárenská  336,
nd3d@centrum.sk,+421 940 755 813,Námestie sv. Martina 41,
,,Horný Bar  101,
,,ZS,
,+421 2 3224 9312,Heydukova 10,
ados.schneider@gmail.com,+421 51 746 30 06,Čapajevova 23,http://www.schneider-ados.sk
info@vaselieky.sk,+421 36 631 22 38,Ľ. Štúra  17,http://www.vaselieky.sk
nemocnica.pe@svetzdravia.com,,Nová nemocnica 511,http://pe.svetzdravia.com
,+421 53 419 96 86,Jánskeho 1,
,+421 43 580 14 48,Nemocničná  1944/10,
potockaeva@azet.sk,+421 52 772 50 79,Fraňa Kráľa 23,https://www.facebook.com/Plastick%C3%A1-a-estetick%C3%A1-chirurgia-Poprad-1507889359431007/
,+421 44 552 12 67,Kláštorná 145/IV,
,+421 32 743 46 68,Hurbanova  13,
,+421 44 562 04 48,Jánošíkovo nábrežie 1212,
info@actaslovaca.com,,Vinohradská 1,http://www.actaslovaca.com
zohor@domovzdravia.sk,+421 2 6545 9187,Kvetná 1,http://www.domovzdravia.sk
ilb@ilb.sk,+421 915 112 478,Kukorelliho 334/16,
,,Rastislavova 45,
psychocentrum@psychocentrum.sk,+421 51 770 37 73,Vajanského 21,http://www.psychocentrum.sk
,,Štefánikova  111,
contact@cvprestige.eu,+421 949 803 559,Poludníková 5 ,http://www.cvprestige.eu
,+421 48 472 65 38,Námestie Ľudovíta Svobodu č.4,
ambulanciaholikova@gmail.com,+421 948 913 057,Hlavná 10,http://www.zdravieonline.sk
,+421 31 787 63 26,Hlavná  760/104,
reception@ferticent.com,+421 2 4821 1610,Sv. Vincenta 4,http://www.ferticent.com
,+421 948 110 974,Vajanského 1,
dudova@magna.sk,+421 2 3300 4257,Namestie 1. Maja 15,http://www.magna.sk
,+421 36 631 24 73,Nábrežná  3,
optika@zrakovecentrum.sk,+421 45 545 56 77,Pionierska 1,
,,Nemocničná 8,
,,Objekt COV Hollého,
info@schudniterychlo.sk,+421 901 701 673,Kysucká cesta 3,http://www.schudniterychlo.sk
recepcia@paracelsi.sk,+421 2 4487 2160,Hlinická 2/A,http://www.paracelsi.sk
,+421 44 439 62 40,Lúžňanská 139,
,,Veľkoblahovská cesta  ,
,+421 55 671 27 43,Maršala Koneva 1,
ados.profi@gmail.com,+421 908 580 128,Trieda SNP č. 1,
,,Komenského  3,
,,Klčové 34,
kubovicova@pharmacy.sk,+421 2 6381 0135,Fedinova	 9,https://www.pharmacy.sk/
ida.obetkovafmc-ag.com,+421 33 732 06 52,Podzámska 16,
,+421 51 746 30 11,Kukučínova 1,
,+421 908 682 558,Malinovského 24,
,,Šoltésovej 5,
,+421 903 899 919,Hraničná 20,http://www.pilates.sk
mgenetik@zoznam.sk,+421 43 422 27 78,Mudroňova 7,
,+421 53 441 04 42,J.Fabiniho 521/1,
,+421 907 888 999,Betliarska 3776/17,http://www.procare.sk
,+421 2 4823 4738,Ružinovská 6,
,+421 33 647 52 02,Dukelská 29,http://www.prosalute.sk
ambulancia@zoznam.sk,+421 907 213 141,Hviezdoslavova trieda 1,
katarina.antoniova@gmail.com,+421 53 454 21 53,Prešovská 331/54,
,,Námestie L. Svobodu 1,
,+421 903 717 417,Košická 58	,
,+421 42 430 43 36,Nemocničná  986,
emaneldentsk@gmail.com,+421 948 151 054,Hviezdoslavova  3023,
,,Starohájska ulica  2,
info@dental-centrum.sk,+421 903 999 921,Júliusa Gábriša 25,https://www.dental-centrum.sk
,+421 57 370 02 02,Študentská 1438/1,
,,Winterova,
krasabezbolesti@centrum.sk,+421 915 645 777,Nálepkova 1816/3,http://www.krasabezbolesti.sk
ambulancia.mytna@gmail.com,+421 2 5778 6257,Mýtna 5,
Bc.juraj.krajniak@gmail.com,+421 911 135 530,Hviazdoslavova 1732/4,
,,Ľubochňa 144,
baoba.sro@gmail.com,+421 907 804 634,Janka Kráľa 4,http://www.baoba.sk
valovicsro@valovicsro.sk,+421 2 4488 0665,Remeselnícka 11,http://www.bylinnekvapky.sk
,+421 56 631 21 33,"Záhradná 11/459, 079 01 Veľké Kapušany",
obchodne@bio-fit.sk,+421 32 640 00 10,Halalovka  63,
,+421 41 562 15 56,Hálkova 3,
bernat@ab-vet.sk,+421 33 772 92 10,A.Trajana 4648/2,http://www.ab-vet.sk
,+421 2 4592 4330,Námestie 1. mája 1,
,+421 37 773 83 0,Čajkovského  46,
info@procare.sk,+421 85 088 89 99,Jána Pavla II. č.5,http://www.procare.sk
,+421 41 500 34 94,Kysucká cesta  3,
,,Winterova  41,
lemovo@cod-sk.eu,+421 31 550 68 27,Ružová 277,http://www.cod-sk.com
honza@fosan.cz,+421 54 645 29 12,Palisády 14,http://www.fosan.cz
,,Nemocničná 1944/10,
kleingefferth@gmail.com,+421 55 611 66 22,Mäsiarska 27,http://zdravotnezariadenie.sk/
kubikova@nsplm.sk,+421 44 556 32 30,Palúčanská  25,http://www.nsplm.sk
etex@etex.sk,+421 903 825 368,Lipová 65/25,http://www.etex.sk
,+421 907 941 812,Odbojárov  8,
,+421 33 593 84 47,A. Žarnova 11,
,,Starohájska ulica  2,
mlock@mlock.sk,+421 905 160 488,Komárňanská cesta 1,http://www.mlock.sk
,+421 918 838 355,Čajkovshého 46,
,+421 2 4342 6728,Ružinovská 10,
,+421 903 727 903,Cabanova  13/B,
fucela@stonline.sk,+421 43 430 38 50,Nám. SNP 2,
kazarkavet@stonline.sk,+421 2 6593 3021,Hlavná 379/4,
,+421 56 643 23 13,Námestie osloboditeľov 25,
info@veterinaruzinov.sk,+421 2 4342 4515,Ružinovská 1,http://www.veterinaruzinov.sk
,,Radlinského  471,
diabetolog@gmail.com,+421 55 674 12 40,Spišské nám. 4,http://www.diabetolog.com
,+421 917 227 777,Michalská  9,
,+421 908 445 995,Námestie osloboditeľov 25,
,,Drieňová 3,
,+421 35 642 62 14,M.Flengera  10,
,+421 55 685 47 95,Byster,
,+421 38 749 60 89,Februárová 5,
,+421 2 5477 3358,Hroboňova  22,
,+421 41 563 01 58,V. Spanyola 43,
blanka.kolenova@atlas.cz,+421 48 412 60 62,Rudlovská cesta 11,
,,"Fatranská 12, PK",
,+421 2 4488 8520,Tbiliská 6,
recepcia@sinalgis.sk,+421 2 5020 1021,Miletičova 32,http://www.sinalgis.sk
,+421 911 209 454,Okružná  1921/5/A,
info@kozna.sk,+421 915 160 789,Pod Hájom 1288/116,www.kozna.sk
,+421 55 643 92 34,Gudernova 3,
,+421 55 321 11 09,Protifašistických bojovníkov 11,
,,Ulica Mozartova  3,
,,Sotinská  1588,
,+421 915 374 758,Ul. Martina Rázusa  142/26,
varado83@gmail.com,+421 907 163 884,Juh 1058/13,
,+421 42 430 41 18,Nemocničná 986,http://www.nemocnicapb.sk
info@dent4you.sk,+421 55 564 26 2,Drieňová 1/H,http://www.dent4you.sk
filomarcel@gmail.com,+421 46 511 33 45,Nábrežná ulica č. 5,
neoprot@neoprot.sk,,Kováčska 15,http://www.neoprot.sk
,,"PK Klokočina , Hviezdoslavova  1",
,+421 55 640 21 91,Trieda SNP 1,
,,Brigádnická 2,
,+421 58 734 29 81,"Špitálska 1, 048 01 Rožňava",
,+421 55 694 39 77,Smetanova 2,
,,Starohájska 2,www.rhino.sk
,+421 2 6446 3373,M. Sch. Trnavského 8,
,+421 55 625 31 37,Národná Trieda 27,
,+421 55 633 39 88,Tomášikova 8,
clinitria@clinitria.com,+421 2 5443 2250,Mikulášska 29,http://www.clinitria.com
,,E. Belluša  6752/6,
,+421 31 559 72 10,Horný Bar,
timar@stonline.sk,+421 36 771 34 92,Brezová 9,
,50944355,Pribinova 2,
,+421 51 756 35 42,Jurkovičova  19,https://www.procare.sk
,,Nová  842/95,
,,Pod hájom 1288/116,
,+421 911 911 511,Myslenická 1/E	,http://www.urgent.sk
info@vet-dent.sk,+421 911 583 181,Tehelná 16,
,,Biela 2,www.biela2.sk
peter.lipovsky.md@gmail.com,+421 903 724 421,Nám. Sv. Františka  14,
,,Duklianskych hrdinov 34,
pcvitalita@centrum.sk,+421 907 536 256,Hraničná 3975/32,
andrea.steinerova@enerqi.sk,+421 908 054 332,Veterná 17,http://www.enerqi.sk
info@kavitacianitra.sk,+421 903 917 041,Štefánikova trieda 21,
,+421 2 6345 3007,Pečnianska  9,
,+421 55 285 17 56,Toryská 1,
,+421 33 559 71 12,Hlavná  8,
zubar@carna.sk,+421 911 060 605,Urbánkova 12,http://www.carna.sk
,,Fatranská  12,
,+421 58 734 36 24,Špitálska 1,
,,ObZS,
,+421 43 420 37 86,Kollárova  2,http://www.unm.sk
,+421 2 6252 0150,Šustekova 2,
,+421 47 489 71 25,Hlavná 52,
dr.cubonova@zoznam.sk,+421 911 855 744,Moyzesova 1441,http://lekar.digital
,52635679,Mickiewiczova 13,http://www.unb.sk/nemocnica-stare-mesto/
masaze.rajs@gmail.com,+421 908 032 152,Horná 49,http://www.masaze-rajs.eu
,+421 37 741 02 54,Štefánikova trieda  53,
,,Krátka  1654/8,
,+421 34 290 16 62,Potočná  189/43,
pediater@adrias.sk,+421 948 800 588,Ulica SNP 3918/87,http://www.adrias.sk
info@studiozdravia.sk,+421 911 790 830,Cintorínska 20,http://www.studiozdravia.sk
matejkova.monika@gmail.com,+421 33 774 54 30,Kamenná 5,
vkral@tt.psg.sk,+421 31 789 61 26,Ivana krasku 38,http://www.drkral.sk
,+421 45 229 21 11,Bystrický rad 81,https://www.procare.sk/lekar/mudr-milos-stefanik/
,+421 33 595 31 11,Starohájska ulica  2,
psychiatriasala@gmail.com,+421 948 095 680,Nemocničná 1,
,+421 2 4342 3609,Slovinská 16,
,+421 2 5954 2382,Limbova 5,
,,Nemocničná  1,
,+421 2 6383 8686,Záporožská 12,http://www.femmesro.sk
,+421 940 404 100,Jelačičova  8,http://www.aklinik.sk
,,Nemocničná  1247,http://www.uniklinika.sk/sk/unicentrum
,,Nálepkova,
,+421 2 4333 1719,Ružinovská 1	,
,,Lipnická 422/56,http://www.neoprot.sk
benederma@gmail.com,+421 2 6436 6441,Saratovská 24,
,+421 38 749 31 27,Krátka 241/6,
dermalas@dermalas.sk,+421 902 324 111,Šípková 1,http://www.dermalas.sk
mareckova@centrum.sk,+421 904 929 205,Legionárska 68,http://www.sono-mamo.sk
,,Hlavná  1,
holice@barmedical.sk,+421 31 554 51 02,Póšfa  126,http://www.barmedical.sk/
mudr.nagyova@gmail.com,+421 918 660 660,Krajinská 91,https://www.unb.sk/specializovana-geriatricka-nemocnica-podunajske-biskupice/
,+421 56 649 54 62,Špitálska 23,
,+421 41 511 02 73,ul. Vojtecha Spanyola 43,
,+421 905 237 661,Škultétyho 7,
,,Športova 9,
pristanicim@mail.t-com.sk,+421 34 772 23 68,Nádražná 23,
,,Pražská 4,
,+421 42 442 29 54,Štúrova 1,
,+421 34 772 53 92,Mierové námestie 12,
,+421 33 644 84 49,Budmerice,
,,G. Czuczora  1,http://www.ados-samaritan.sk
,+421 907 931 987,Masarykova 90,
,,Bernolákova  24,
,+421 51 777 52 50,Vajanského č. 1,http://www.adl.sk
ambulancia@centrumpsychologie.sk,+421 948 282 383,Kukučínova 184/1,http://www.psycholog.eu.sk
,+421 35 649 32 14,"Zdravotnícke centrum RUDIMED , Štúrova  89",
,+421 43 532 20 24,Medvedzie   135,
,+421 2 4445 5291,Račianske Mýto 1/A,http://www.lekarenpokrok.sk
apotheka@lekaren-antares.sk,+421 2 6225 0132,Mlynarovičova  1,http://www.lekaren-antares.sk/
info@fokusoptika.sk,+421 35 650 06 44,Námestie hrdinov 21,https://fokusoptika.sk/
,+421 43 538 20 88,Závodná 288,
,+421 44 432 14 43,Textilná 23,
dermatop@dermatop.sk,+421 38 530 09 15,Rudolfa Jašíka 504,http://www.dermatop.sk
,+421 45 539 12 32,Školská  36,
,,	Komárňanská  547,
,+421 950 494 910,Bajkalská 9,
,+421 910 357 323,Sládkovičova  8,
,,Maršala Koneva 1,
kancelaria@timewaver.sk,+421 911 947 123,Miletičova 24,http://www.timewaver.sk
,,Československej armády 3,
elanyi@hospital-bojnice.sk,+421 46 511 22 47,Nemocničná 2,http://www.hospital-bojnice.sk/
,+421 55 625 69 69,Rastislavova 45,
,+421 32 656 63 57,Legionárska 28,
,+421 2 4592 8291,Nám. 1. mája 6,
,+421 55 632 08 65,Cesta pod Hradovou 13,
,+421 45 544 35 41,SNP  9,
,,Rekreačná,
,+421 2 6383 3000,ZS Strečianska 13,
,+421 43 424 16 16, 9. mája  438 ,
,+421 2 2100 2020,Tematínska 5/a	 ,
,,SNP  40,
,+421 905 444 422,Strojárska č. 607,http://www.medi-parma.sk
,+421 44 432 25 45,M. Madačova 5,
,,E. B. Lukáča  2,
,,Hlavná  43,
,,Jaka Kráľa  3,
krivosudska@snop.sk,+421 2 5011 6211,Záhradnícka 42,
pavelslanina@stonline.sk,+421 47 581 12 13,Hviezdoslavova 33,http://www.sluzbyzdravia.sk
kolkova@vasgynekolog.sk,+421 38 539 85 25,Piešťanská 39,http://www.vasgynekolog.sk
,+421 34 698 30 61,Sotinská  1588,
,+421 2 5778 6344,Mýtna 5,
vlasta.benadikova@centrum.sk,+421 46 540 28 17,Tajovského 1,
,+421 2 6241 1067,Strečnianska 13,http://www.detskaocnaoptika.sk/
ambulancia@gynars.sk,+421 33 551 31 34,Starohájska ulica  2,https://gynars.sk/
,,ObZS,
,+421 55 796 13 11,Komenského 37/A,
iveta.tinathova@caritas.sk,+421 52 432 41 75,Nám. Sv. Mikuláša 12,http://www.caritas.sk
ivan.mrazik@gmail.com,+421 58 443 19 12,Boženy Nemcovej 1240/7,http://www.medosansro.sk/
,+421 45 522 47 14,Mládežnícka 12,
denthb@atlas.sk,+421 911 602 702,Šancová 42,http://www.mojlekar.eu
,+421 907 292 719,Slovenská 8/6229,
,,Starohájska ulica  2,
recepcia-radl@falck.sk,+421 2 2086 8777,"Falck Healthcare, Radlinského 27",http://www.falckstarostlivost.sk
,,Fatranská 12,
stomatolog@neonet.sk,+421 911 812 040,ul. Jána Pavla II. č. 1,
mayerova69@gmail.com,+421 902 806 038,Tamaškovičová 17,http://www.aspaditdental.eu
,+421 34 773 18 34,Ľ. Fullu 5274,
,,M.R. Štefánika  14,
,,Mozartova  3,
,+421 2 4497 1048,Hergottova  2,
stancik@cistahomeopatia.sk,+421 903 853 838,Krátka 10/17,http://www.cistahomeopatia.sk
,+421 37 322 22 22,Ružinovská 10,http://team-prevent.sk
,+421 907 805 533,Družby 14,
wiedermannsro@gmail.com,+421 2 6381 3373,Fedinova 9,http://www.stomatologba.sk
,,Ružinovská 10,
,+421 53 333 23 22,Probstnerova cesta 2/3082,https://www.nemocnicalevoca.sk/
denisa.supova@gmail.com,+421 907 494 423,Žilinská 33,http://www.pedikurasupova.sk
,+421 46 540 65 60,M. Benku 705/1A	,
magdalena.motuzova@gmail.com,+421 901 712 317,Hlavná 50,
,,Križná  8,
lekarenbotanicus@gmail.com,+421 31 785 31 77,Okružná 26,
,+421 31 551 97 30,Hlavná  988,
,+421 903 234 626,Strečianska 13,
obchod@deocrystal.sk,+421 41 525 32 78,Slovenských Dobrovoľníkov 30 ,http://www.deocrystal.sk
,+421 56 666 03 29,SNP 1079/76,
info@dentim.eu,+421 949 506 303,T. Vansovej 1699/69,https://dentim.eu/
,+421 52 712 51 11,Banícka  ul. 28,
valentovicovalydia@post.sk,+421 907 024 164,Hurbanova 5,http://lvambulancia.rbk.sk
bratislava@iclinic.sk,+421 80 010 77 77,Einsteinova 24,https://www.relexsmile.sk/
,,Ružová  1,
recepcia@hippokrates.sk,+421 903 788 670,Prievozská 4A,https://hippokrates.sk/ambulancie/neurologia/
wagnermed.optika@azet.sk,+421 38 531 35 46,Radlinského 10,
,+421 34 657 23 21,Robotnícka  61,
,+421 2 5949 0676,Bajkalská 19/A	,
,,G. Czuczora  1,
j.kovacova59@gmail.com,+421 48 415 18 34,Dolná č.72,
,+421 37 787 22 22,Výstavná  963/6,
,+421 47 433 14 08,Ul. Mieru  1390,
perlicka@perlicka.sk,+421 32 652 32 27,Žabinská 2,http://www.perlicka.sk
,+421 34 697 92 53,Staromyjavská 59,
,+421 915 091 327,Masarykova 90,
,,Hraničná 20/A,
dispecing@preprava.info,+421 949 553 045,Vydrovo 123,http://www.preprava.info
info@kupelekovacova.sk,+421 45 544 53 49,Kúpeľná 76/70,http://www.kupelekovacova.sk
,,Pevnostný rad  20,
calendula@schneider-lekaren.sk,+421 902 954 909,Nám. Osloboditeľov 25,http://www.schneider-lekaren.sk
info@centrumkramare.sk,+421 918 404 903,Limbova 22,http://www.centrumkramare.sk
info@dentique.sk,+421 911 343 133,Kalinčiaková 31,http://www.dentique.sk
fymed@fymed-rehabilitacia.sk,+421 948 427 272,Moravská  512,
nz.nz@domovzdravia.sk,+421 35 646 01 14,Letomostie 2/9694,http://www.domovzdravia.sk
,,Bjőrnsonova  20,
,+421 33 690 27 30,Vajanského 1,http://www.gyn-amb.sk
,+421 55 729 39 34,Mudroňova 29,
,+421 54 470 66 26,Bezručova 8,
,+421 48 472 65 14,Námestie Ludvíka Svobodu č.4,
,+421 903 147 231,Štítnická 8,
,,Nemocničná  598/11,
,+421 42 444 92 18,Pod kaštieľom	638/29	,
,+421 55 678 57 83,Rastislavova 98,
,+421 55 643 22 57,Cottbuská 13,
,,Námestie Andreja Hlinku  28,
jednorozec@zoznam.sk,+421 31 552 11 95,Železničná 4,
retina@retina.sk,+421 55 622 03 73,Kováčska 53,http://www.retina.sk
excimer@excimer.sk,+421 2 6020 1511,Sumbalova,http://www.excimer.sk
,+421 34 282 97 00,Duklianskych hrdinov  857/3,
,+421 55 633 81 69,Komenského 37/A,
,,"Panelová 2, 040 01 Košice",
petitib@mail.t-com.sk,+421 911 796 420,Mikovíniho 15	,
,+421 910 518 796,Staré grunty 24,http://zcvisioncare.sk/
drmax-lc2@drmax.sk,+421 47 321 44 10,Námestie republiky,
vetna@seznam.cz,+421 56 672 76 44,ČSA 296,
hotelbystricka@hotelbystricka.sk,+421 43 438 52 77,Bystrička 152,http://www.hotelbystricka.sk/
,+421 38 769 42 16,Pod vodojemom  4,
,+421 44 438 24 71,Gen. Miloša Vesela  21,http://www.uvn.sk
,+421 917 165 826,Prostejovská 39,
dominik.balog@nsmas.sk,+421 2 3261 2045,Satinského I. 7770/1,https://nsmas.sk/
,+421 56 641 71 55,Továrenská 2,
,+421 915 787 165,ZS Zákamenné  55,
,+421 2 4445 5074,Tehelná 26,
,+421 03 577 96 11,Železničná  5/133,
,+421 33 559 91 38,Ľ. Pavetitša  37,
,,1 mája  32,http://www.usmevdss.sk
,+421 34 282 99 16,Duklianskych hrdinov 34,
,,ObZS  205,
,+421 2 5441 8048,Kozia  12,
,+421 33 794 11 61,Hlohová  13,
,+421 905 512 314,Bardejovská 243,
,+421 2 5937 1677,Limbová 1,
,,,
,,1. mája 1367  ,
,+421 32 656 65 14,Legionárska 28,http://www.logman.sk
,,Sotinská  1588,
,+421 905 381 247,Mokrohájska cesta 3,
,+421 43 401 26 50,Nemocničná  3420/85,
,+421 42 446 53 27, Ľ. Štúra  3 ,
lkaptur@nemocnicasaca.sk,+421 55 723 47 14,Lúčna 57,http://www.nemocnicasaca.sk
,+421 09 055 84 07,203,
medipharm@schneider-lekaren.sk,+421 902 954 940,Nám. Osloboditeľov 18,http://www.schneider-lekaren.sk
,+421 902 872 976,Šustekova 2,http://www.sustekova.sk
,+421 32 774 04 38,Kpt. Nálepku  11,
,+421 47 422 39 46,Adyho 36,http://www.eolin.sk
,+421 918 379 730,Krajinská 91,
lekarenpolomka@mail.t-com.sk,+421 48 618 72 15,Sládkovičova 345/58,
,+421 905 986 071,Námestie Gen. M. R. Štefánika 10,
,+421 41 420 73 72,Belanského 1346,
,+421 56 668 57 00,M.R.Štefánika 3504,
,,Ulica Mozartova  3,
,,SNP  19,
,,Nemocničná  933,
,,J. Bellu 66,https://www.unilabs.sk/
helena.mrazova@zoznam.sk,,Sv. Michala 32,
strocher@azet.sk,+421 944 212 128,Mestský Majer 2,http://www.saltyair.eu
,+421 35 691 24 04,Slovenská 11/a,
,,Nitrianska,
,+421 38 747 33 68,Nová nemocnica 511,
,+421 31 552 78 04,Hlavná  21,
,,Plášťovce  344,
info@bodylogic.sk,+421 910 383 464,Námestie Kráľovnej pokoja 3,https://bodylogic.sk/
mariakrizanova@hotmail.com,+421 903 236 318,Nám. sv. Jána 1,
oakp@stonline.sk,+421 47 483 17 16,Nemocničná 1,http://www.voxpsyche.eu
,,Rákocziho  2,
,+421 44 552 13 18,Námestie mieru 1	,
,+421 2 4823 4758,Ružinovská 6,
,,Ľ.Fullu 5274	,
laligremen@zoznam.sk,,Nemocničná 933/1,
,+421 55 625 65 72,Tatranská 25,
,+421 2 5788 7100,Lipnická  3153,http://www.milosrdni.eu
,,M. Rázusa  4843/4,
,+421 53 441 04 14,Hviezdoslavova 17,
piackova.macka@mal.t-com.sk,+421 905 113 433,Ulica Františka Veselovského  11,http://www.grian.sk
ortamb@ortamb.sk,+421 905 550 795,Stromová 31,
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
,+421 04 172 33 59,Vojtecha Spanyola  43,
,+421 35 777 27 12,Brnenské námestie  4,
,+421 45 691 23 16,Bratská 17,
mudrpp@gmail.com,+421 917 093 855,Sládkovičova 2/A,https://www.mudrpikus.com/
,+421 915 963 012,Rákócziho 22,
objednanie@fidelitas-nzz.sk,+421 2 5465 4141,Líščie údolie 57,http://www.fidelitas-nzz.sk
,,Moravská 1211/31,
,+421 35 779 78 87,Družstevná  618,
zubnylekar.podolsky@gmail.com,+421 948 618 688,Gajova  2513/4,http://www.zubnylekarpodolsky.sk
